UPDATE9_TITLE	{《No Man's Sky Frontiers》更新}
显然，这可怜的动物已经扭断了脖子，但是某种附于其身体的力量还在维持着它的生命。

<STORY_HIGH>“%ALIEN_TEXT%”<>

可怜的有翼生物倒地而亡，幻象消失了。}
UI_PORTAL_TRA_MONO_TITLE_14	{怪物}
UI_PORTAL_TRA_MONO_14	{远古建筑开启并呈现出一具冰封的实体。它由不同身体部位缝合而成。它粗糙的喙似乎是用动物的内脏缝合上的。

尸体的头上有用远古商人语言手写的印记。使用某种燃料，十有八九就能把冰融化......

<STORY_HIGH>“%ALIEN_TEXT%”<>

石碑再一次吞噬了生物。住在此地的灵魂注意到了我的行动。}
UI_PORTAL_TRA_MONO_TITLE_1	{金属吉克}
UI_PORTAL_TRA_MONO_1	{我看到一只粗糙的爪子抓住了我。尽管它的外表残破不堪，但力道却不小，我被紧紧地抓着，与此同时，一个金属喙从活动的岩石中冒了出来。

<STORY_HIGH>“%ALIEN_TEXT%”<>

我摆脱了金属爪的控制。幻象消失了。}
UI_PORTAL_TRA_MONO_TITLE_12	{喙}
UI_PORTAL_TRA_MONO_12	{远古石块中出现一张喙。它在喊叫，但我听不见喊声。上方的石头上，有人用潦草的字迹在许久之前写下了建议，以为后来之人提供指示。

<STORY_HIGH>“%ALIEN_TEXT%”<>

喙无声地向我尖叫，用很久之前在此地朝拜的种族所用的语言，愤怒地向我吟诵。我的扫描仪侦测到周围有催化剂，但无法确定是哪一种。

我给喙投了食，它说出了那些曾在此地朝拜的人所诵读的话。}
UI_PORTAL_TRA_MONO_TITLE_18	{圣地}
UI_PORTAL_TRA_MONO_18	{随着我一步步靠近石碑，我听到了低沉的隆隆声，然后它逐渐变成了远古的尖叫声。我从没听过这种杂音。

这片外星土地上的静默无声已经变成了充满痛苦和死亡意味的刺耳杂音，带给人以无限噩梦。我试着集中注意力，仔细聆听着尖叫声中的话语。

<STORY_HIGH>“%ALIEN_TEXT%”<>

满怀恶意的灵魂们注意到了我表现出的顺从。}
UI_PORTAL_TRA_MONO_TITLE_3	{熔岩}
UI_PORTAL_TRA_MONO_3	{石碑在我的眼前熔化。出现了一个商人的脸，不知为何，它的喙被切掉了。它在冒着泡的熔岩瀑布里喊叫、翻滚，绝望地将手伸向我......

<STORY_HIGH>“%ALIEN_TEXT%”<>

石碑注视着我的一举一动，幻象随即消散了。}
UI_PORTAL_TRA_MONO_TITLE_16	{蛋}
UI_PORTAL_TRA_MONO_16	{我站在漆黑天空下的洼地中，里头流淌着在黑暗中泛着粉色光芒的怪异糖浆，高度没至我的膝盖。

我的身边飘浮着球形的蛋。这些蛋覆盖着黏液，其中一些气味十分难闻，另一些却散发着宜人的香气。

有臭味的蛋正在污染整个孵化池。一股将它们扔出去的冲动涌上我的心头。

<STORY_HIGH>“%ALIEN_TEXT%”<>

我拿走了一部分蛋。住在此地的远古吉克灵魂下达了判决。}
UI_PORTAL_TRA_MONO_TITLE_4	{电力}
UI_PORTAL_TRA_MONO_4	{石碑上的符文呈微弱的淡黄色，随后闪烁消失。它的能量已耗尽：为这些石头充能的神秘力量非常微弱。我听到风中有一连串微弱的低语声。

<STORY_HIGH>“%ALIEN_TEXT%”<>

我注意到碑座上有个洞，我或许可以将我开采的部分资源填入缝隙。

石碑吞没了那些元素。}
UI_PORTAL_TRA_MONO_TITLE_5	{行动的人与旁观者}
UI_PORTAL_TRA_MONO_5	{石碑有一股金属烧灼和重工业的味道。奇异的符文盘旋变换，在我的脑海深处强行植入了一副画面。

<STORY_HIGH>“%ALIEN_TEXT%”<>

我回望着过去。熔炉的光投射出一个长喙小生物的轮廓，我看到它在勤劳地捶打盔甲。在它旁边，一个穿着斗篷的伙伴在袖手旁观，似乎很高兴自己用不着做这项工作。

两个生命体都盯着我。我选择了其中一个后，那里的灵魂们用一股神奇的力量改变了我的装备。}
UI_PORTAL_TRA_MONO_TITLE_6	{施或受}
UI_PORTAL_TRA_MONO_6	{石碑前面的地面因成千上万名远古朝圣者的跪拜而变得坑坑洼洼。

我面前的一个石块缓缓缩回，出现了一个入口。我惊讶地发现里面摆放着一罐罐的奢侈产品，它们均是在远古所生产的。这时，我听到了一声低语......

<STORY_HIGH>“%ALIEN_TEXT%”<>

我感到有一股贪婪的未知力量在观察我的一举一动。}
UI_PORTAL_TRA_MONO_TITLE_7	{低处}
UI_PORTAL_TRA_MONO_7	{
我不是孤身一人。小型有喙生物在我脚边嬉戏。对它们来说，我是个巨人。它们看到高耸的我时都吓得逃开。

它们紧靠在冰冷的石碑上，空气中弥漫着不友好的气息。

可怕的石碑本身高高耸立，俯视着我和这些小生物，仿佛要裁决我们一般。
<STORY_HIGH>“%ALIEN_TEXT%”<>

这些生物消失在苍穹之中。在此地久久不散的灵魂注视着这一切。}
UI_PORTAL_TRA_MONO_TITLE_8	{干渴}
UI_PORTAL_TRA_MONO_8	{我感到一阵难忍的干渴，而我的水化系统偏偏在这时出故障了。我嗓子眼冒烟，觉得头晕目眩。这时，出现了两个远古石杯。

<STORY_HIGH>“%ALIEN_TEXT%”<>

第一个是鲜艳的红色大酒杯，里面装满了油亮有气泡的透明液体。另一个杯子上雕刻着红色圆盾的图案，杯体微微泛黄。

如果我再不喝水，我的小命就要不保了。我不知该喝哪一杯为好。

那液体让人觉得很不舒服，我感到一阵恶心。远古吉克似乎很高兴，奖励了我纳米星团。}
UI_PORTAL_TRA_MONO_TITLE_9	{处决}
UI_PORTAL_TRA_MONO_9	{一个穿着与外貌都和我一模一样的分身悄悄来到石碑边缘。它用古语高叫着逼我跪下。

<STORY_HIGH>“%ALIEN_TEXT%”<>

分身先把离子闪电发射器顶着我的额头，然后比划着要用开采光束把我开膛破肚。它微微一笑，要我选一个处决的方式。

我做出了自己的选择，那分身展现了自己的力量，随后消失了。}
UI_PORTAL_TRA_MONO_TITLE_10	{贡品}
UI_PORTAL_TRA_MONO_10	{远古巨大石碑的中央有一道隐约可见的裂痕，里面有尘埃喷出。石碑震动，两扇巨大的门打开了。远古建筑的内部空空如也，一直以来被用作墓室。

<STORY_HIGH>“%ALIEN_TEXT%”<>

一只眼睛鼓起的远古有喙生命体躺在未点燃的火葬柴堆上，身体已经脱水。它脚边放着以前留下的远古财宝和技术，供它来世使用......至于来世是什么时候，谁也不知道。

在幻象消失前，尸体醒了过来，见证了我的行动。}
UI_PORTAL_TRA_MONO_TITLE_11	{安静}
UI_PORTAL_TRA_MONO_11	{石碑孤单地伫立着，似乎早已被遗忘。如果我仔细看，可以发现地上有远古部族留下的模糊痕迹，表明他们以前常来这里朝拜并与石碑沟通。一阵怪异之风袭来，伴随着细微的低语声，我竖起耳朵费劲地聆听。

<STORY_HIGH>“%ALIEN_TEXT%”<>

话音再次开始在我身边回响。这次音量更高，显然想拼命引起我的注意，于是我努力倾听，并尽我所能安抚它们。}
UI_PORTAL_TRA_MONO_TITLE_15	{引爆}
UI_PORTAL_TRA_MONO_15	{我是一名观察者。我目睹穿着现代套装的有喙商人把一样物件放在了石碑的基座上。那个物件是线缆和罐子组成的小型网套。它用一种奇异的金属为其充能，然后快速离开。

这一切仿佛是场梦一般，我挪动脚步，靠近了这块远古石碑。突然梦境仿佛变成了现实，我鲜活地出现在了这未逝去太久的过往时刻中。

<STORY_HIGH>“%ALIEN_TEXT%”<>

那装置猛地爆炸了。

我从幻象中醒来，发现石碑和我自己都完好无损。居住在这里的灵魂密切注视着一切。}
UI_PORTAL_TRA_MONO_TITLE_17	{眼睛}
UI_PORTAL_TRA_MONO_17	{我正在被监视。我抬头看到石碑上方悬浮着一颗无眼睑的巨大眼球。它一眨不眨、一动不动地盯着我，其他地方看也不看。

它无休止地凝视着我。就好像它从一开始就一直在那里。它的眼球中央噼啪作响，跳动着坚定不动摇的亮蓝色光芒......

<STORY_HIGH>“%ALIEN_TEXT%”<>

那只眼睛在一阵幽光中消失了。现实也恢复了过来。}
UI_PORTAL_TRA_MONO_TITLE_20	{收藏家}
UI_PORTAL_TRA_MONO_20	{绿色的小手从石碑里伸出，它的指甲又黄又脏。手掌摊开，里面什么也没有，等待着我的回应。

这似乎是某种远古传统。它没有恶意，只是冷冷地期待着我的回应。

<STORY_HIGH>“%ALIEN_TEXT%”<>

我将自认为正确的东西给了它，幻象消失了。}
UI_PORTAL_TRA_MONO_TITLE_19	{惩罚}
UI_PORTAL_TRA_MONO_19	{我被束缚在石碑上，双臂用镣铐固定在头上，双脚离地一米左右。

戴着黑色动物皮面具的有喙生物踩着高跷接近我。它手里拿着烧红的金属棒。

它啄我的眼睛，然后啄我的舌头。我必须选择刑罚方式。

<STORY_HIGH>“%ALIEN_TEXT%”<>

我选择了自己能够承受的方式，并得到了相应的回报。}
UI_PORTAL_TRA_MONO_TITLE_13	{审判}
UI_PORTAL_TRA_MONO_13	{时间飞速倒转。我坐在俯瞰行刑现场的平台上。两名小个子有喙商人跪在我面前。一个短小结实，另一个肥胖无比，下巴赘肉都接触到地板了。另有一个戴着绿布面具的生命体手持利斧站在它们身后。

<STORY_HIGH>“%ALIEN_TEXT%”<>

两名商人求我手下留情。我耳边传来远古部族那熟悉、干涩而阴郁的话音。

我做出了选择。石碑的灵魂注视着我的这场审判。}
UI_PORTAL_EXP_MONO_TITLE_1	{蜘蛛}
UI_PORTAL_EXP_MONO_1	{我感觉头晕目眩，仿佛我的大脑被入侵。我的皮肤上开始起脓包，起泡然后破裂，我感觉无数个锋利的微型针从每一个张开的小洞中挣扎出来。

突然，金属蜘蛛，可能是微型护卫，爬上了我的肩膀，钻进了面罩。不是真的吧？不可能是真的。我开始尖叫。

<STORY_HIGH>“%ALIEN_TEXT%”<>

远古科尔瓦克斯的意识观察着我的回应，仿佛这段遭遇是它们正在做的实验。幻象逐渐消失了。}
UI_PORTAL_EXP_MONO_TITLE_2	{四面体}
UI_PORTAL_EXP_MONO_2	{飘浮的四面体从星球表面显现并围绕在我周围。我试图用多用途工具将它们赶走，但是每次这样做，它们却离多用途工具更近，就好像它们都对我的多用途工具很感兴趣一般。

我举起了多用途工具，它们闪烁着蓝光，四处猛冲。它们靠得越来越近。

<STORY_HIGH>“%ALIEN_TEXT%”<>

等它们到了就在我的多用途工具可以触碰到的地方时，它们发动了最后的冲刺。我看到一道明亮的蓝色光芒闪过。现实恢复了。}
UI_PORTAL_EXP_MONO_TITLE_8	{记忆}
UI_PORTAL_EXP_MONO_8	{蓝光从石碑里倾泻而出，仿佛里面的遮光幕布被拽下一般。我听到了轻柔的话音，并闻到一股熟悉的气味。我已经不记得家园的样子，但我知道穿过这扇门就能回家。

我渴望回到自己已经回忆不起来的过去。我的内心呼喊着要我回头。我仰望天空，想到了天幕后无穷无尽的宇宙。我的旅程才刚刚开始，现在真的要放弃吗？

<STORY_HIGH>“%ALIEN_TEXT%”<>

住在这里的灵魂默默注视着我选下了自己要走的路。}
UI_PORTAL_EXP_MONO_TITLE_13	{孩子}
UI_PORTAL_EXP_MONO_13	{石碑中出现一个孩子。片刻后我意识到......这个孩子就是我，我看起来天真无邪。小小的我抬头看向我的套装，想透过面甲看清我的脸。

孩子突然开始哭泣，并抱住我的膝盖。它求我不要离开，说不想孤身一人。我应该永远留在这里。我们应该团聚并再次合为一体。

<STORY_HIGH>“%ALIEN_TEXT%”<>

跟孩提时代的自己互动，这感觉奇怪极了。科尔瓦克斯灵魂回响看着这一切。}
UI_PORTAL_EXP_MONO_TITLE_3	{睡眠}
UI_PORTAL_EXP_MONO_3	{我开始感觉晕眩。一种奇怪的嗜睡感向我袭来，我感觉自己被迫躺在了古迹前面。这片土地令人平静，就像家，仿佛从前来过一样。

<STORY_HIGH>“%ALIEN_TEXT%”<>

我知道，如果真想要抑制住睡觉的冲动，我是可以的，但是沐浴在远古符文的光亮下，我感到温暖而舒适。我必须选择是否相信石碑，还是放弃控制。

远古科尔瓦克斯关注到了我的选择。}
UI_PORTAL_EXP_MONO_TITLE_4	{二重身}
UI_PORTAL_EXP_MONO_4	{传送门里出现了我自己的闪烁映像。它模仿着我每一个动作。我挥手，它也挥手。当我举起多用途工具，它也立刻效仿。分身做出了一个想要什么东西的动作，当我下意识地做出了与它相似的动作时，我俩都被吓得后退了几步。

它的身体闪烁不定，但它的装备却像是真的。它的多用途工具看起来比我的要好。维度的异常正在消退......

<STORY_HIGH>“%ALIEN_TEXT%”<>

在最后一次交流后，我的镜像消失了。}
UI_PORTAL_EXP_MONO_TITLE_12	{不当语言}
UI_PORTAL_EXP_MONO_12	{一个液态金属套索出现并套住了我的头盔，它凝结在原处，之后拽着我的头贴在发光的石碑上。

远古石碑温热，我还能听到它深处神秘技术能量涌动的嗡鸣声，仿佛它要将自己从中释放。我再次抬头看符文，设法猜测为何会发生这种事。它用外星语言对我说话。

<STORY_HIGH>“%ALIEN_TEXT%”<>

怪异的金属连接器将我释放，我得到了一个小奖励。}
UI_PORTAL_EXP_MONO_TITLE_16	{未来}
UI_PORTAL_EXP_MONO_16	{我的运动看似正常，但其他一切事物的速度都异常得快。太阳几秒钟就完成了升落，导致日夜无止境地快速交替。在此处觅食捕猎的生物动作快得看不清。

我被困在了时空漩涡中。我多用途工具上的读数似乎越来越高。我离石碑越近，时间线上的紊乱就越严重......

<STORY_HIGH>“%ALIEN_TEXT%”<>
