SCAN_NO_TECH	{未安装扫描技术<IMG>SLASH<>}
WAR_NPC_DESC_17_COLD	{当我靠近时，这名战士张大了鼻孔。它深吸一口气，敞开肺部，闻着那股随我进入、打破了设施温暖环境的寒冷空气。
它吼叫着向我发出警告。我急忙向它比划着表示自己并无恶意，也不懂它的种族和语言。}
WAR_NPC_DESC_17_HOT	{当我靠近时，这名战士张大了鼻孔。它深吸一口气，敞开肺部，闻着那股随我进入、打破了设施凉爽环境的炙热空气。
它吼叫着向我发出警告。我急忙向它比划着表示自己并无恶意，也不懂它的种族和语言。}
DNT_WAR_NPC_LANG_17	{Pathetic interloper! Give elements! Carbon preferred! Honourable warrior teach language!}
WAR_NPC_DESC_17A	{它思索片刻，突然抓住我的多用途工具并再次对着我的面甲大喊，唾沫溅满了我的面甲。它指向了开采光束的能量指示器，然后指了指我的背包。我尽量让自己保持着镇定。}
WAR_NPC_OPT_A_17	{给予碳}
WAR_NPC_OPT_B_17	{给予钠}
WAR_NPC_OPT_C_17	{给予金属}
WAR_NPC_RES_A_17	{战士感到有些吃惊，发出了嘟哝声。看来我们之间产生了一点误会。它教会了我一些它种族的语言，希望能够与我消除分歧、建立起良好的沟通。}
WAR_NPC_RES_B_17	{战士满意地嘟哝着。它被我的理解力和礼物打动了，教给了我几个其种族语言的新词汇。}
WAR_NPC_DESC_18	{当我靠近这名战士时，它显得机警而友善。不过，它的资料板上突然响起了个人警报声。这个生命体本能地陷入某种失神状态。<MOOD>Sad<>它的双眼被泪水打湿，盯着我的方向，反复地念叨着什么。}
DNT_WAR_NPC_LANG_18	{Hirk blesses the sleep. Hirk recharges the warrior. Cursed is the warrior that interrupts the sleep of Hirk.}
WAR_NPC_DESC_18A	{我发现这名失神的战士身边散落着各种新组装的升级模块。}
WAR_NPC_OPT_A_18	{叫醒它}
WAR_NPC_OPT_B_18	{不打扰它}
WAR_NPC_OPT_C_18	{尝试偷窃}
WAR_NPC_RES_A_18	{我碰了碰这名战士的肩膀。它浑身一抖，从失神中苏醒过来。它发出愤怒的吼叫，因为被打扰而恼怒无比。我连忙后退。}
WAR_NPC_RES_B_18	{我等着%NAME%完成了它的仪式。<DELAY>0.6<>最后，它终于苏醒过来。<MOOD>Positive<>这个仪式的最后一步看来是馈赠环节——它递给了我一个东西。}
WAR_NPC_RES_C_18	{我小心翼翼伸手拾起了一个升级模块。片刻后，失神状态的战士苏醒了过来。它发现自己的东西少了，愤怒地对我大吼。我急忙转身离开。}
WAR_NPC_DESC_19	{这个阴郁的生命体研究着它面板上另一名年轻战士的图像。图像中的战士看起来威风凛凛，非常精壮。它脸上的卷须伸展着，一副富有的样子，它的繁殖能力似乎也很强。它的眼神......很有挑逗意味。}
DNT_WAR_NPC_LANG_19	{Grah! Warrior accept mating proposition? Accept dowry tribute?}
WAR_NPC_DESC_19A	{生命体用疑问的目光看着我。它显然想听听别人的意见。}
WAR_NPC_OPT_A_19	{建议它接受}
WAR_NPC_OPT_B_19	{建议它拒绝}
WAR_NPC_OPT_C_19	{代替生命体接受}
WAR_NPC_RES_A_19	{这名年轻的战士点点头，然后传来一个表示接受的消息。整座设施里响起了交响乐。生命体将自己得到的一部分彩礼送给了我。}
WAR_NPC_RES_B_19	{一位长者出现在屏幕上，对我们破口大骂。虽然只是一个全息影像，我们还是能清晰地感受到它的愤怒和凶恶。%NAME%看着我，感谢我们帮它逃脱了悲惨的下场。它默默地将原本为新部族准备的礼物递给了我。}
WAR_NPC_RES_C_19	{我接过资料板，尝试着代替这名紧张的战士发送消息，不过收件人似乎产生了某种误解。我收到了一份慷慨的礼物，还有一张将来会与我成婚的生命体的香艳照片。}
WAR_NPC_DESC_20	{这名战士正在听资料板上播放的一条怒气冲冲的留言。说话人怒不可遏、歇斯底里，而且底气十足，说明它应该占据了道德的制高点。这个生命体看到了我，发出可怜的叫声。}
DNT_WAR_NPC_LANG_20	{Grah! Duel challenge must be fought! Accuser is large, powerful! Vy'keen is doomed! Death! Death!}
WAR_NPC_DESC_20A	{资料板上突然显示出了一个颇具威胁意味的图像。在图里面，这个战士似乎缺失了一些非常重要的身体器官。它转向我，对我乞求。}
WAR_NPC_OPT_A_20	{给予格拉格拉}
WAR_NPC_OPT_B_20	{给予维吉恩匕首}
WAR_NPC_OPT_C_20	{建议它快逃}
WAR_NPC_RES_A_20	{这名战士吸入战斗气体。它看上去精神抖擞、焕然一新，之前的恐惧也变成了渴望。它大声吼叫，对即将展开的战斗感到期待万分，然后送给我一份厚礼作为感谢。}
WAR_NPC_RES_B_20	{这名战士接过匕首之后，原本的紧张感一扫而空。它轻轻地握住这把匕首，掂量着它的重量。感到满意之后，脸部便扭作一团。
%NAME%将它的多用途工具送给了我。它已经不需要了。}
WAR_NPC_RES_C_20	{%NAME%看上去非常震惊。它从前也面对过恐惧，但是从来没有被人认为是懦夫。它向我摇了摇头，明显是受到了冒犯。}
WAR_NPC_DESC_21	{从战士手中的设计图可以判断它肯定在制造一枚炸弹。复杂的设计图和同位素化学反应序列正在等待加入最后的元素，然后即可完工。}
DNT_WAR_NPC_LANG_21	{Grah! Vy'keen war preparation nears completion! Death to the unsuspecting Gek! Give explosion element!}
WAR_NPC_DESC_21A	{%NAME%似乎正在请求我帮助它完成这件武器......}
WAR_NPC_OPT_A_21	{给予铀}
WAR_NPC_OPT_B_21	{给予炸药}
WAR_NPC_OPT_C_21	{拒绝帮助}
WAR_NPC_RES_A_21	{我送给了这名战士相当数量的铀。它瞪大了眼睛看着我，然后发出了愉快的吼叫声。它给了我一些自己的东西作为礼物，然后兴奋地开始埋头工作。我担心我这是在助纣为虐......}
WAR_NPC_RES_B_21	{我送给了这名战士一包炸药。它接了过去，用双手来回把弄进行评估。然后它感到很满意，欣慰地在我胸口重重捶了一拳。它送给了我一个升级模块以示感谢，然后开始选择自己的目标......}
WAR_NPC_RES_C_21	{这名战士发出怒吼声。它根本不需要我的帮助，也完全不在意我的反对。它绝不会让我的任何行为阻碍到它的任务......}
WAR_NPC_DESC_22	{战士脚边的储存库显然被人动过手脚。实际上，储存库的铰链上安装了一个爆炸装置。我惊慌失措的表情把这个生命体给逗乐了。}
DNT_WAR_NPC_LANG_22	{Grah! Pathetic distant warrior leave powerful Multi-Tool in storage vault! Avoid processed element usage in explosion - too powerful! Raw element required!}
WAR_NPC_DESC_22A	{炸弹需要燃料才能引爆。爆炸十有八九能炸开储存库。战士不耐烦地设法解释接下来会发生的事......}
WAR_NPC_OPT_A_22	{命令它住手}
WAR_NPC_OPT_B_22	{破坏爆炸装置}
WAR_NPC_RES_A_22	{储存库上的锁被炸掉了。我从里面得到了一件多用途工具升级品。}
WAR_NPC_RES_B_22	{弹片打中了我的膝盖和脚踝，疼痛钻心。}
ALL_NPC_REWARD_1	{生命体赠送给我一个新技术}
ALL_NPC_REWARD_2	{战士给了我一份技术设计图，并教给我一些它说的语言。}
ALL_NPC_REWARD_3	{生命体赠送给我一份礼物。}
ALL_NPC_REWARD_4	{生命体赠送给我一些货币。}
ALL_NPC_REWARD_5	{生命体赠送给我一个合金。}
ALL_NPC_REWARD_6	{生命体提供给我一件新的多用途工具。}
ALL_NPC_REWARD_7	{生命体给了我一个新配方。}
ALL_NPC_REWARD_8	{生命体教给我一些它说的语言。}
ALL_NPC_REWARD_9	{生命体给了我一个奇怪的古董。}
ALL_NPC_NOTHING_1	{生命体感到失望。}
ALL_NPC_NOTHING_2	{生命体拒绝合作。}
ALL_NPC_NOTHING_3	{生命体感到不悦。}
ALL_NPC_REWARD_10	{我找到了一件新的多用途工具。}
ALL_NPC_REWARD_11	{我得到了一件新的多用途工具。}
ALL_NPC_REWARD_12	{我收到了一个新技术。}
ALL_NPC_REWARD_13	{我收到了一个新产品配方。}
ALL_NPC_REWARD_14	{我收到了货物。}
ALL_NPC_REWARD_15	{我收到了燃料。}
ALL_NPC_REWARD_16	{我收到了弹药。}
ALL_NPC_REWARD_17	{我收到了一个能量资源。}
ALL_NPC_REWARD_18	{我收到了一个能量电池。}
ALL_NPC_REWARD_19	{我收到了一道奇怪的外星佳肴。}
ALL_NPC_REWARD_20	{我收到了一个贵重合金。}
ALL_NPC_REWARD_21	{我收到了一个奇怪的外星古董。}
ALL_NPC_REWARD_22	{我收到了一个外星语言的知识。}
ALL_NPC_REWARD_23	{我收到了一个有用的坐标地点。}
ALL_NPC_REWARD_24	{我收到了一个安全通行证。}
ALL_FAC_REWARD_DESC	{正常操作已经恢复，我可以进入设施的主控制面板。我应该能把产品改成我想要的东西。}
ALL_FAC_REWARD_DESC_SHORT	{正常操作已经恢复，我可以进入设施的主控制面板。}
ALL_FAC_REWARD_DESC_VSHORT	{正常操作已经恢复。}
ALL_FAC_REWARD_OPT_A	{提取纳米}
ALL_FAC_REWARD_OPT_B	{提取货币}
ALL_FAC_REWARD_OPT_C	{学习新的配方}
ALL_FAC_REWARD_OPT_D	{抽走输出样本}
TRA_FAC_DESC_1	{我靠近终端，但这个复杂系统的内部发生了故障。面板摸上去很热，内部机器发出嗡嗡声，叮当作响。警报响起：}
TRA_FAC_DESC_1A	{警报声在我耳边萦绕。我的前额滚下豆大的汗珠。}
DNT_TRA_FAC_LANG_1	{Warning! High temperature! Warning! High temperature!}
TRA_FAC_OPT_A_1	{启动冷却室网络}
TRA_FAC_OPT_B_1	{启动核聚变抑制场}
TRA_FAC_OPT_C_1	{启动激光折射系统}
TRA_FAC_RES_A_1	{终端显示屏上的数字开始稳定，红色闪烁的符号变成了平静的蓝色光阵。}
TRA_FAC_RES_B_1	{<AUDIO>CrystalAltar_Collect<>激活熔合抑制导致功率激增。终端短路并切断。系统不再对我的指令作出回应。}
TRA_FAC_RES_C_1	{<AUDIO>CrystalAltar_Collect<>当我激活激光阵列时，我面前屏幕上的数字急剧上升。我感觉到终端里的热量出现了急剧的激增，之后整个系统就关闭了。}
TRA_FAC_DESC_2	{我面前的控制终端似乎是用于某种深层采矿系统。然而，所有系统都已停止。屏幕上闪烁着一个计数：}
DNT_TRA_FAC_LANG_2	{Mining production stalled! Low power! Low fuel! Organic matter required!}
TRA_FAC_DESC_2A	{警示灯忽明忽暗。一个料斗打开了。}
TRA_FAC_OPT_A_2	{嵌入碳}
TRA_FAC_OPT_B_2	{嵌入铁氧体粉末}
TRA_FAC_OPT_C_2	{把手插进去}
TRA_FAC_RES_A_2	{设施内的灯光闪烁。当钻头马达呼呼运转时，机器在我脚下的深处隆隆作响。生产设施开始运转了。}
TRA_FAC_RES_B_2	{铁氧体滑进了料斗里，但随后响起的令人窒息的研磨声音却令人忧心。<DELAY>0.4<>机器完全停止运转了。<DELAY>0.5<>恐怕我已经把重要的部件掩埋在金属灰尘中了。}
TRA_FAC_RES_C_2	{金属齿轮卡住了我的手指。我的套装手套火花四溅。终端短路了。当砰的一声关上时，我猛地缩回手。}
TRA_FAC_DESC_3	{前哨基站已经进入紧急封锁状态。我进去时肯定损坏了一些东西。
套装上的毒性计一闪一闪的，而控制终端上的警报也在持续闪烁。}
DNT_TRA_FAC_LANG_3	{High gas pressure! Breach detected! Pressure critical!}
TRA_FAC_DESC_3A	{面板上的警报快速闪烁，令人无法不注意。一排令人困惑的控制仪表跟我大眼瞪小眼。}
TRA_FAC_OPT_A_3	{激活紧急排气}
TRA_FAC_OPT_B_3	{冲洗冷却剂}
TRA_FAC_OPT_C_3	{增加气压}
TRA_FAC_RES_A_3	{当我启动紧急排气时，脚下传来了低沉的隆隆声。面板上的指示灯确实开始慢慢稳定下来，警示灯也变得柔和了。<DELAY>0.4<>该设施恢复运转。}
TRA_FAC_RES_B_3	{当我转动冷却剂阀门时，地板下的管道发出咯咯声和嘶嘶声。面板上突然冒出一阵蒸汽，毁坏了仪器。}
TRA_FAC_RES_C_3	{警报随着毒性强度上升而闪烁。<DELAY>0.5<>管道破裂，有毒气体直接排入设施！}
TRA_FAC_DESC_5	{怪异的符号在终端显示屏上急速跳动。闪烁的灯光和响亮的警报声似乎与该设施的核能核心有关。显示屏上出现了一条信息。}
DNT_TRA_FAC_LANG_5	{Fusion critical! Initiate emergency radiation dampening measures!}
TRA_FAC_DESC_5A	{自动化安全系统失灵了。我进入设施时肯定损坏了一些东西。}
TRA_FAC_OPT_A_5	{启动辐射抑制力场}
TRA_FAC_OPT_B_5	{启动关机}
TRA_FAC_OPT_C_5	{恐慌}
TRA_FAC_RES_A_5	{警报系统的尖啸声逐渐减弱，温度读数也慢慢下降到正常水平。一场灾难得以避免，设施的生产线恢复正常。}
TRA_FAC_RES_B_5	{启动紧急关闭程序可以平息警笛的尖啸声。终端上的灯闪烁着熄灭了，设施里的机器安静了下来。至少没有东西发生爆炸。}
TRA_FAC_RES_C_5	{就在我惊慌失措之时，设施内的融合核心破坏了抑制系统，发生了堆芯熔毁。
备用系统可以防止设施彻底遭毁，但是终端还是受到了严重破坏。}
TRA_FAC_RES_D_5	{当我准备离开时，设施内的融合核心破坏了抑制系统，发生了堆芯熔毁。
备用系统可以防止设施彻底遭毁，但是终端还是受到了严重破坏。}
TRA_FAC_DESC_6	{该设施在我入侵进去后仍在运行。这个终端似乎控制着中央生产线。显示屏上的读数显示出一则状态警告：}
DNT_TRA_FAC_LANG_6	{Warning! Increase metal delivery! Warning! Excess usage creates breach!}
TRA_FAC_DESC_6A	{读数下方有一个很明显的大型调节器。它似乎控制着系统的物质输入。}
TRA_FAC_OPT_A_6	{维持添加量}
TRA_FAC_OPT_B_6	{增加添加量}
TRA_FAC_OPT_C_6	{大幅增加添加量}
TRA_FAC_RES_A_6	{这个系统勉强生产出了少量部件。料斗逐渐排空，生产慢慢停止。<DELAY>0.4<>失去动力的终端关闭了。}
TRA_FAC_RES_B_6	{警报停止了，系统维持当前生产速度。不断增加的压力让制造机呼呼作响，设施也在全力运转。}
TRA_FAC_RES_C_6	{我听到液压系统启动了，与此同时，设施内的所有料斗都打开了，让制造机装满了原材料。突如其来的大量材料让齿轮相互挤压，管道负担过重。轰隆一声，系统过载了。<DELAY>0.4<>生产完全停止了。}
TRA_FAC_DESC_7	{警报响起，我面前的终端一片乱码。透过损坏显示屏上的闪烁，我几乎可以辨认出一条信息：}
DNT_TRA_FAC_LANG_7	{Warning! Magnetic coil overcharged! Production low!}
TRA_FAC_DESC_7A	{我感到身体特别沉。我的多用途工具被拽向地面，我头盔下边缘都要嵌到我肩膀里了。不仅是我，生产过程也出现异常......}
TRA_FAC_OPT_A_7	{重启重力稳定器}
TRA_FAC_OPT_B_7	{降低电磁流量}
TRA_FAC_OPT_C_7	{关闭设备}
TRA_FAC_RES_A_7	{当重力暂时不稳定时，我的大脑深处产生了一种奇怪的感觉。是我套装里的电磁稳定剂防止了任何更加剧烈的影响。
然而，终端电源尚未恢复。如果说有什么事的话，那就是它遭受了更多的破坏。设施仍然无法运行。}
